Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
p047 246.78025446 48.42133608 1475.556    -9.73   -13.94    -0.31   0.05   0.08   0.21 
p048 248.79578951 45.65304421 1491.975    -8.17   -14.54    -0.86   0.05   0.04   0.18 
p049 249.09376757 47.34996451 1186.067    -8.89   -14.69     -1.2   0.04   0.04   0.18 
p050 248.75156876 48.80947748 1266.895    -9.05   -14.67    -1.24   0.05   0.04   0.17 
p051 251.45385532 45.80660119 1081.101    -7.82   -14.92    -1.41   0.04   0.04   0.18 
p052 252.98132332 47.37473622  858.641    -7.28   -15.34    -2.21   0.04   0.04   0.21 
p053 252.27458049 48.72608019  815.001    -8.01   -15.37     -1.9   0.04   0.04   0.22 
p054 255.55858071 45.84634922 1093.121    -6.32   -15.48    -2.06   0.04   0.04   0.21 
p055 255.31487695 47.11671372  667.764     -6.5   -15.55    -2.37   0.05   0.04   0.21 
p056 240.93713053 36.02743736  102.081     0.07    -24.9   -65.16   0.12   0.21   3.54 
p057 247.3768613 41.7565714 1382.209    -9.37   -16.18     0.34   0.04   0.04   0.16 
p058 235.92463044 40.87630562   21.423     4.71   -10.77    -0.01   0.04   0.05   0.16 
p059 236.27380347 38.92834548  -11.293    23.83    -37.3    -0.55   0.05   0.06   0.16 
p060 237.58511607 40.99763237  430.819    -5.55   -18.64    -0.32   0.06   0.07   0.25 
p061 235.98598515  42.967378  162.766    -2.97   -11.04     0.12   0.09   0.14   0.27 
p062 238.90928626 43.11238711 1350.276    -7.69   -14.84     -0.2   0.04   0.04   0.19 
p063 239.05384707 44.92272239  965.411    -8.85    -12.6    -1.33   0.04   0.04   0.14 
p064 236.51229478 47.9698463 1570.733    -7.53    -6.61     1.08   0.16   0.15   0.31 
p065 239.06690802 46.8439598 1017.143    -9.27   -11.48     -0.9   0.06   0.05   0.17 
p066 243.83021505 32.61652371  822.883    17.82   -38.73    -1.25   0.04   0.05   0.14 
p067 238.99704152 35.55175093  106.997    23.84   -39.52    -0.03   0.04   0.04   0.16 
p068 242.01521151 39.30564351 1455.905    -9.05   -16.82     0.52   0.05   0.05   0.16 
p069 242.3951052 39.28794092 1886.388    -9.52   -16.51     0.17   0.06   0.06   0.16 
p070 255.30200013 36.04478021 1883.533    -5.52    -13.8    -0.26   0.05   0.04   0.18 
p071 242.59881923 39.34654771 2085.351    -9.53    -16.4    -0.02   0.05   0.05   0.16 
p072 243.25910399 39.5214556 2061.190    -9.68   -16.44    -0.12   0.06   0.06   0.18 
p073 243.57552982 39.50052474 1942.603    -9.66   -16.34    -0.26   0.05   0.05   0.15 
p074 243.95040289 39.54642751 1947.679    -9.63   -16.34    -0.36   0.05   0.05   0.15 
p075 244.11118243 39.37424388 1881.606    -9.62   -16.42    -0.41   0.05   0.05   0.16 
p076 244.48740159 39.53606288 2006.042    -9.47   -16.36    -0.72   0.04   0.05   0.17 
p077 244.56817549 39.38856135 2334.201    -9.62   -16.49    -0.39   0.05   0.05   0.18 
p078 242.12019526 40.43341712 1444.822    -8.89   -17.57     0.86   0.05   0.05   0.19 
p079 245.30834236 39.2552095 2746.358     -9.4   -16.18    -0.52   0.08   0.08   0.24 
p080 245.72278474 39.11943923 1972.883    -9.39   -16.32    -0.21   0.07   0.06   0.16 
p081 246.12867266 39.06730728 1588.131    -9.17   -16.33    -0.02   0.06   0.04   0.16 
p082 246.49479212 39.26893508 1380.986    -9.06   -16.33    -0.08   0.05   0.05   0.16 
p083 242.5323634 40.32058141 1642.672     -9.5   -16.55     0.94   0.05   0.06   0.16 
p084 246.94599687 40.49395281 1432.792    -9.14   -16.69     0.26   0.04   0.04   0.15 
p085 243.26378767 40.49546161 1661.185    -9.93   -16.48     0.16   0.05   0.05   0.17 
p086 247.71792779 40.6487951 1341.495    -8.89   -16.03     0.55   0.09   0.08   0.28 
p087 243.72073599 40.36320594 2358.390    -9.59   -16.52    -0.23   0.07   0.05   0.18 
p088 248.27710869 40.7717695 1920.444    -8.63   -14.53     0.14   0.05   0.04   0.17 
p089 248.5847111 40.80708713 1815.729    -7.88   -14.64    -0.01   0.17   0.23   0.68 
p090 240.20014688 39.57280351 1503.654     -5.8   -20.02    -0.08   0.05   0.08   0.23 
p091 242.4684588 36.61432434 1966.847    -6.69   -17.16    -0.34   0.07   0.04   0.17 
p092 242.59319801 36.80419451 2157.069    -7.22   -16.66    -0.24   0.07   0.04   0.16 
p093 242.00585555 36.60602511 1339.065    -4.28   -19.02    -0.38   0.06   0.05   0.21 
p094 242.29580604 37.20083599 1729.218    -7.45   -17.08    -0.12   0.06   0.04   0.16 
p095 240.46309547 39.69843081 1608.801    -6.39   -19.34    -0.43   0.05   0.05   0.19 
p096 240.69435743 39.79556509 1243.293    -7.26   -18.85     -0.1   0.05   0.06    0.2 
p097 241.12613955 39.8388062 1210.385    -7.75   -18.67    -0.49   0.04   0.05    0.2 
p098 241.31558583 39.88888221 1286.578    -7.94   -18.17    -0.33   0.05   0.04   0.17 
p099 241.84064933 39.2123204 2455.662    -8.25   -17.24     0.33   0.05   0.06   0.16 
p100 246.70578473 41.85680133 1883.474    -9.43   -17.03    -0.02   0.06   0.05   0.18 
p101 248.76398413 41.69227378 2016.123    -8.38   -14.62    -0.66   0.05   0.04   0.16 
p102 244.44399311 39.92492174 2718.082    -9.63    -16.6     0.25   0.08   0.06   0.19 
p103 246.95792279 39.34514053 1491.383     -9.0   -16.22    -0.17   0.06   0.06    0.2 
p104 247.28287995 39.18608346 1397.569    -8.77   -15.99    -0.54   0.05   0.05   0.18 
p105 247.49591226  39.387544 1431.497    -8.46   -16.26    -2.55   0.08   0.05   0.39 
p106 247.73765492 39.45895696 1559.530    -8.45   -16.46    -0.07   0.06   0.05   0.14 
p107 252.11998009 35.13218062 1991.658    -6.79   -13.76    -0.28   0.04   0.05   0.14 
p108 248.05544918 39.5888789 1683.241     -8.3   -15.62     0.72   0.05   0.04   0.16 
p109 248.34916704 39.59748584 1760.965    -8.17   -14.61     -0.6   0.05   0.09   0.18 
p110 248.42885821 39.71522787 2266.209    -7.87   -14.85     -0.3    0.1   0.05    0.2 
p111 246.98784366 41.81732045 1366.220    -9.37    -16.9      0.2   0.04   0.04   0.17 
p112 248.55000385 39.81690615 1930.374    -8.22   -14.52    -0.19   0.05   0.04   0.17 
p113 246.72196635 40.67130477 1317.625    -9.24   -16.81     0.33   0.04   0.05   0.15 
p114 247.47237081 40.63398578 1352.360    -9.05   -16.42     0.48   0.04   0.05   0.15 
p115 247.57200279 40.47442321 1641.979    -8.92   -16.51     0.34   0.05   0.05   0.17 
p116 247.98577081 40.43402483 2034.729    -8.83   -16.02     0.38   0.05   0.05   0.18 
p117 248.24857643 40.43516426 1628.952    -8.71   -15.82      1.2   0.05   0.06    0.2 
p118 248.65013155 40.63548924 2082.593     -8.3   -14.55    -0.39   0.04   0.04   0.17 
p119 248.74226933 40.73178583 2045.399    -8.25   -14.47    -0.48   0.05   0.05   0.15 
p120 254.37392415 35.00745598 2089.664    -5.74   -13.51    -0.42   0.04   0.04   0.14 
p121 247.30171003 41.80338856 1452.441    -9.38   -16.45     0.18   0.04   0.04   0.15 
p122 247.66808409 41.63536374 1293.188    -9.28   -15.83    -0.09   0.05   0.04   0.16 
p123 254.08915337 36.63517166 2411.191    -6.22   -14.08    -0.42   0.04   0.04   0.15 
p124 248.04263262 41.55759118 1772.950    -8.79   -15.16     -0.1   0.11   0.07   0.18 
p125 248.10107445 41.58902771 1521.391    -8.85   -15.07    -0.09   0.07   0.11    0.2 
p126 248.2194592 41.58324463 1871.727    -8.72   -14.76    -0.66   0.05   0.08   0.19 
p127 240.40007592 39.49921395 1523.934     -5.9   -19.44    -0.75   0.05   0.05    0.2 
p128 240.93135968 39.48609852 1320.013    -6.92   -18.52    -0.61   0.05   0.05   0.19 
p129 241.55039697 39.13389332 1714.119    -7.42   -17.41    -0.01   0.05   0.05   0.19 
p130 241.06224103 39.26803527 1380.066    -6.69    -18.5     -0.2   0.04   0.06   0.19 
p131 241.64873182 39.45468572 1825.057    -7.88   -17.81    -0.04   0.05   0.05   0.18 
p132 241.99513144 38.7288439 1549.688    -8.43   -16.75    -0.03   0.05   0.05   0.16 
p133 241.53978776 38.72460222 1781.813    -6.82   -17.51     0.06   0.06   0.05   0.18 
p134 241.069587 38.98087565 1885.981    -5.96   -18.65    -0.25   0.04   0.05   0.18 
p135 240.98462899 38.7046217 1692.136    -5.18   -19.05     0.24   0.07   0.08   0.26 
p136 240.541474  38.761367 1773.263    -4.34   -20.23     0.18   0.06   0.07   0.24 
p137 240.52323301 40.77979546 1331.781    -7.76    -17.9    -0.77   0.05   0.07   0.22 
p138 240.98983533 40.24217839 1243.712    -7.89   -18.15    -0.36   0.04   0.06   0.18 
p139 240.27754856 39.90819925 1522.994    -6.39   -19.36     -0.4   0.05   0.06   0.21 
p140 239.30680604 38.82923492 1079.227    -3.51   -22.25    -0.56   0.06   0.07   0.26 
p141 239.6144165 39.04663264 2170.375     -3.6   -22.07    -0.47   0.08   0.07   0.33 
p142 240.18928277 39.12353299 1784.921    -4.24   -21.13     0.62   0.06    0.1   0.32 
p143 240.23516395 38.76016667 1733.584    -3.57   -21.75    -0.19   0.05   0.09   0.28 
p144 239.10701425 39.46670375 1436.871    -4.31   -21.98     -0.5   0.05   0.06   0.31 
p145 240.37567416 41.35768843 1755.194    -7.77   -17.33    -0.44   0.05   0.05   0.17 
p146 239.46270055 39.33746363 2347.291     -4.1   -21.82    -0.33   0.07   0.09   0.27 
p147 239.71558649 39.93738642 2488.903    -5.48   -20.34    -0.33   0.05   0.05   0.26 
p148 239.19403897 40.41858805 1584.538    -5.87   -19.23      0.7   0.06   0.06   0.22 
p149 239.89502491 39.60212984 2634.686    -5.09   -20.92    -0.45   0.07   0.11   0.36 
p150 239.96614635 39.2923802 2619.083     -4.4   -21.38    -0.41    0.1   0.07   0.33 
p151 239.92273636 40.2889015 1313.052    -6.44   -19.15    -0.46   0.04   0.05   0.24 
p154 236.63994984 41.80708259  319.887    -3.77   -14.63     0.23   0.06   0.06    0.2 
p155 236.81121389 41.27243482 1784.088    -3.82   -16.15    -0.16   0.08   0.08   0.22 
p156 236.0938839 40.02444193  488.998    12.22   -32.29    -1.23   0.08   0.09   0.24 
p157 235.69192736 40.24754573  695.806    20.48   -31.99     0.89   0.06   0.08   0.17 
p158 235.89279253 40.42248981  873.685    10.74   -17.86      3.0   0.07   0.05   0.23 
p159 235.71721804 40.50478627  608.222    14.28   -14.89    -0.83   0.06   0.06   0.17 
p160 235.86672925 40.55125145   94.232     8.95   -14.84     0.56   0.04   0.06   0.15 
p161 235.78691434 40.6373625   32.450     9.23    -11.6    -1.99   0.04   0.05   0.15 
p162 235.76296348 40.69109421   -6.451     8.92   -10.05    -1.49   0.04   0.06   0.14 
p163 235.94271093 40.21957093  425.254    12.69   -27.22     1.29   0.06   0.06   0.19 
p164 236.30666083 40.11925604 1148.312     3.96   -27.14     0.02   0.05   0.04   0.14 
p165 236.14673597 40.2455484  545.640     6.04   -24.08     0.52   0.05   0.05   0.19 
p166 236.13717222 40.43518298  665.286     4.54   -18.41     0.53   0.05   0.05   0.18 
p167 236.11982315 40.54370403 1021.146     3.85   -16.42      0.6   0.06   0.05   0.17 
p168 236.11854039 40.66863727 1093.461     2.29   -13.83     1.83   0.07   0.05    0.2 
p169 236.03234763 40.79114451  689.377     3.74   -12.01     1.17   0.04   0.05   0.14 
p170 236.13671926 40.88023249  918.116    -0.44   -14.71     2.43   0.08   0.06   0.17 
p171 238.20748314 36.48552307  572.749    23.89   -40.31    -0.35   0.07   0.05   0.13 
p172 238.23275547 36.2280739  312.619    24.36   -40.67     0.22   0.06   0.05   0.18 
p173 238.70966629 35.94571612  339.235    23.63   -40.07     0.35   0.05   0.05   0.18 
p174 238.94910179 36.3021508  342.110    22.62   -39.73     0.95   0.04   0.06    0.2 
p175 238.86514374 36.42590168  451.372    22.82   -39.72     1.32   0.04   0.05   0.19 
p176 237.64286051  37.471772  433.820    19.22   -36.34    -0.88   0.06   0.07   0.18 
p177 237.50494809 37.52816699   71.796    21.78   -36.91    -1.06   0.08   0.06   0.16 
p178 237.66763641 37.53451837  129.066    16.81   -34.26    -1.08   0.07   0.06   0.21 
p179 236.31442878 42.09897176  402.205     -3.2   -13.49     0.15   0.07   0.08    0.2 
p180 238.5967621 36.29283149  693.182     23.6   -40.03     0.21   0.05   0.06   0.15 
p181 237.62324551 37.91454448   72.202    12.86   -31.28    -0.78   0.06   0.05   0.17 
p182 236.818755 38.49501402  396.803    20.29   -33.57    -1.27   0.05   0.05   0.17 
p183 236.93111347 38.31366226   10.412    21.52   -34.73    -1.25   0.05   0.05   0.16 
p184 236.29106293 39.11716442  108.956    18.64   -35.66    -0.99   0.05   0.06   0.16 
p185 236.25066487 39.26130282  146.363    17.29   -35.15    -1.26   0.05   0.05   0.16 
p186 236.48184815 39.15017805  372.814    14.54   -33.42    -0.67    0.1   0.07   0.17 
p187 236.39745966 39.35247667  164.002    11.82   -35.07     2.02   0.06   0.09   0.21 
p188 236.770437 38.66785575  208.880    18.07   -32.36    -1.14   0.06   0.06   0.19 
p189 236.65157207 38.98744802  176.941    15.14    -32.6     0.22   0.08   0.05   0.17 
p190 236.79595318 39.24195483  202.813     5.83    -29.4      1.0   0.06   0.09   0.17 
p191 236.36773692 42.2753557  371.394    -3.66   -13.89     0.14   0.07   0.06   0.18 
p192 236.89481155 39.31972756  259.712     2.96   -27.71     0.25   0.05   0.05   0.16 
p193 237.09185919  38.122936   66.600    21.29   -34.95    -1.23   0.06   0.05   0.16 
p194 237.18374286 38.18571556  235.136    16.86   -31.94    -1.48   0.05   0.05   0.18 
p195 237.04069224 38.66466474  146.830     14.3   -28.96    -0.26   0.06   0.06    0.3 
p196 237.25735895 38.29814302   90.543    13.75   -29.56    -1.55   0.04   0.04   0.16 
p197 237.23261483 38.42856039    0.019    13.98   -28.53    -0.55   0.05   0.09   0.19 
p198 237.39255086 38.25987371   -4.608    11.72   -28.76    -1.28   0.04   0.07   0.19 
p199 237.49656228 38.26369147   55.674     8.44   -26.89    -2.32   0.05   0.05   0.18 
p200 237.54829873 38.23983072  -25.084     7.66   -27.03    -1.76   0.04   0.05   0.21 
p201 237.34156555 38.55980559  349.352      6.6   -25.32    -0.66   0.04   0.07   0.21 
p202 237.50400002 38.42358032  584.101     6.13   -26.09    -1.21   0.04   0.06   0.18 
p203 237.08299541 38.86611218  926.695     4.69   -28.04     0.54   0.07   0.28   0.29 
p204 237.28946648 38.66649935  276.674     7.14   -24.82    -1.93   0.05   0.06    0.2 
p205 237.03693576 39.39812336  771.070     1.59   -26.99     0.16   0.09   0.08   0.24 
p206 237.42420688 38.77781672  283.615     3.81   -23.43    -1.21   0.04    0.1   0.21 
p207 237.28143228 39.26004468 1826.594    -3.88   -24.11    -0.69   0.13   0.09    0.2 
p208 237.69613126 39.10930178   74.307    -4.48   -22.45    -0.57   0.04   0.05   0.19 
p209 237.87328564 37.06925388  577.148    22.02   -38.38    -0.15   0.05   0.06   0.18 
p210 238.26815933 36.81613649    3.041    21.21   -39.51    -0.38   0.04   0.05   0.15 
p211 238.30196275 36.87917522   60.533    20.18   -38.96      0.5   0.04   0.06   0.19 
p212 238.13726736 36.96200957   36.586    20.85   -38.22    -0.17   0.04   0.05   0.18 
p213 238.00916449 37.2017118  167.099    16.67   -33.73    -0.35   0.05   0.05   0.18 
p214 238.20343156 37.00101943   73.263    18.68   -36.79    -0.07   0.05   0.07   0.27 
p215 238.23705075 37.04878448  708.618    15.42   -34.61    -1.36   0.08   0.09   0.24 
p216 238.27379315 37.00242529  336.917    16.25   -35.11    -0.11   0.05   0.08   0.17 
p217 238.34936871 37.10449656   72.289    11.53    -32.0     0.19   0.07   0.06   0.21 
p218 238.28604088 37.20351389   82.705    11.58   -32.01    -0.28   0.08   0.11   0.18 
p219 237.71517926 37.34248939  300.882    20.13   -36.83    -0.41   0.11   0.25   0.18 
p220 237.78571627 37.32988667  705.259    18.74   -35.52    -0.41   0.07   0.06   0.17 
p221 237.90095096 37.33695151  155.300    16.17   -33.25     0.03   0.06   0.08   0.22 
p222 237.9167371 37.53923899   53.514    12.43   -32.15    -0.44   0.05   0.06   0.15 
p223 237.90022111 37.72205368  139.952     7.19   -27.75    -0.56   0.05   0.07    0.2 
p224 237.78094086 37.86389595  407.354     7.65   -27.23    -0.28   0.07    0.1   0.16 
p225 237.94167285 37.71386544  117.152     6.27    -27.5    -0.28   0.06   0.06   0.15 
p226 238.17441518 37.33677509    5.061    12.49    -31.1     0.35   0.07   0.16   0.34 
p227 238.21040304 37.53297434  707.424     2.33   -24.23      0.6   0.04   0.08   0.17 
p228 238.31306402 37.60183579  399.015     0.26   -23.77      0.5   0.05   0.06   0.19 
p229 238.02204461 37.74943489  289.329     4.27   -26.48    -0.24   0.07   0.08   0.17 
p230 238.21360094 37.81896438  648.007    -2.01   -23.25     0.27   0.08   0.08   0.18 
p231 238.0945908 36.6216759  -26.336    23.56   -40.37    -0.11   0.06   0.06   0.19 
p232 238.42095924 36.72401921  105.347     22.6   -39.36     0.18   0.05   0.05    0.2 
p233 238.57971656 36.8004255  196.825    14.19   -29.44    -0.24   0.06   0.07   0.19 
p234 238.40877527 36.85852521   92.572    20.34   -38.74     0.73   0.04   0.07   0.19 
p235 238.45845963 36.81427131  361.695    22.09   -38.84     0.44   0.05   0.05   0.23 
p236 238.44554035 36.90354424   56.143    13.68   -33.65      1.0   0.08   0.12   0.21 
p237 238.61317094 36.63702278  711.558    22.67   -39.55     0.77   0.04   0.07   0.18 
p238 238.54723229 36.84907903   44.908    13.93   -29.12    -0.43   0.12   0.14   0.24 
p239 238.45221305 36.96246173   18.503    11.19   -32.33     0.01   0.06   0.07   0.18 
p240 238.45796796 37.00780617   25.741    11.06   -31.81    -0.06   0.08   0.08   0.17 
p241 238.42574046 37.21301077  834.227     0.88   -24.84      0.1   0.06   0.08    0.2 
p242 238.536818 36.95393113   14.783     11.0   -31.14    -3.92   0.08   0.09   0.45 
p243 238.66484777 36.91818873  220.751     -0.8   -24.22     1.08   0.06   0.06   0.21 
p244 238.64548331 37.01082345   58.708    -1.65   -24.71     1.05   0.05   0.07   0.27 
p245 240.29387842 37.71311607 1579.838    -2.05   -22.33     0.45   0.07   0.06   0.33 
p247 238.81156828 36.5595169  569.075    23.17   -39.81     0.38   0.07   0.07   0.17 
p248 238.13130269 37.97560826  229.812    -1.31   -23.31    -0.06   0.06   0.06   0.23 
p249 238.93558935 36.61164497 1155.720    -0.16   -22.02     1.61    0.1   0.21   0.17 
p250 238.73156229 36.95003512  584.679    -1.19   -24.34      1.1   0.06   0.09   0.23 
p251 238.65205045 36.81144933  128.225     2.38   -24.36     1.75   0.07   0.08   0.21 
p252 238.94227116 37.16955553   40.147    -2.65    -23.2     0.86   0.06   0.08   0.22 
p253 238.34699048 37.4784496 1065.060    -0.06   -23.89     0.43   0.09   0.07   0.19 
p254 238.5308046 37.48963228 1076.184    -1.77    -23.2     0.42   0.07   0.07    0.2 
p255 238.67514747 37.58188492   73.523    -2.01   -22.88     0.15   0.07   0.08    0.2 
p256 238.39516117 37.93196429  -30.698    -2.83   -22.74    -0.51   0.05   0.06   0.19 
p257 238.53596546 37.75529053  -24.690     -2.3   -23.09    -0.07   0.07   0.06   0.22 
p258 238.71672819 37.38538902  390.802    -2.67    -23.1     0.76   0.07    0.1   0.21 
p259 238.89942059 37.43301986    3.872    -2.83    -21.9    -3.39   0.08   0.11   0.38 
p261 237.78246119 38.15296005  118.174     3.02   -24.48    -1.15   0.05   0.06   0.15 
p262 237.9038568 38.02514812   -8.568     3.35   -25.45    -0.21   0.06   0.09   0.15 
p263 237.57082393 38.57769395  554.406     3.36   -24.65    -1.38   0.05   0.07   0.21 
p264 237.80467094 38.44421467  231.045    -0.83   -23.28     0.11   0.04   0.05    0.2 
p265 238.04580581 38.53018537    8.081    -3.16   -22.97    -4.17   0.07   0.08   0.29 
p266 238.15647403 38.18396804   22.464    -3.03   -22.87    -1.37   0.05   0.06   0.17 
p267 238.17676611 38.3803354  -17.472    -3.12   -22.16    -3.33   0.07   0.07   0.21 
p268 238.35358947 38.4735262  -23.932     -3.6   -23.57    -2.42   0.06   0.11   0.19 
